Zeitstempel,Zeitstempel,Pegelstand [cm]
1999-02-28,1999-02-28,512.0
1999-03-01,1999-03-01,512.0
1999-03-02,1999-03-02,512.0
1999-03-03,1999-03-03,512.0
1999-03-04,1999-03-04,512.0
1999-03-05,1999-03-05,512.0
1999-03-06,1999-03-06,512.0
1999-03-07,1999-03-07,512.0
1999-03-08,1999-03-08,512.0
1999-03-09,1999-03-09,512.0
1999-03-10,1999-03-10,512.0
1999-03-11,1999-03-11,512.0
1999-03-12,1999-03-12,512.0
1999-03-13,1999-03-13,512.0
1999-03-14,1999-03-14,510.0
1999-03-15,1999-03-15,510.0
1999-03-16,1999-03-16,510.0
1999-03-17,1999-03-17,510.0
1999-03-18,1999-03-18,510.0
1999-03-19,1999-03-19,510.0
1999-03-20,1999-03-20,510.0
1999-03-21,1999-03-21,510.0
1999-03-22,1999-03-22,510.0
1999-03-23,1999-03-23,510.0
1999-03-24,1999-03-24,510.0
1999-03-25,1999-03-25,510.0
1999-03-26,1999-03-26,510.0
1999-03-27,1999-03-27,510.0
1999-03-28,1999-03-28,508.0
1999-03-29,1999-03-29,508.0
1999-03-30,1999-03-30,508.0
1999-03-31,1999-03-31,508.0
1999-04-01,1999-04-01,508.0
1999-04-02,1999-04-02,508.0
1999-04-03,1999-04-03,508.0
1999-04-04,1999-04-04,508.0
1999-04-05,1999-04-05,508.0
1999-04-06,1999-04-06,508.0
1999-04-07,1999-04-07,508.0
1999-04-08,1999-04-08,508.0
1999-04-09,1999-04-09,508.0
1999-04-10,1999-04-10,508.0
1999-04-11,1999-04-11,508.0
1999-04-12,1999-04-12,508.0
1999-04-13,1999-04-13,508.0
1999-04-14,1999-04-14,508.0
1999-04-15,1999-04-15,508.0
1999-04-16,1999-04-16,508.0
1999-04-17,1999-04-17,508.0
1999-04-18,1999-04-18,508.0
1999-04-19,1999-04-19,508.0
1999-04-20,1999-04-20,508.0
1999-04-21,1999-04-21,508.0
1999-04-22,1999-04-22,508.0
1999-04-23,1999-04-23,508.0
1999-04-24,1999-04-24,508.0
1999-04-25,1999-04-25,508.0
1999-04-26,1999-04-26,508.0
1999-04-27,1999-04-27,508.0
1999-04-28,1999-04-28,508.0
1999-04-29,1999-04-29,506.0
1999-04-30,1999-04-30,506.0
1999-05-01,1999-05-01,506.0
1999-05-02,1999-05-02,506.0
1999-05-03,1999-05-03,506.0
1999-05-04,1999-05-04,504.0
1999-05-05,1999-05-05,504.0
1999-05-06,1999-05-06,504.0
1999-05-07,1999-05-07,504.0
1999-05-08,1999-05-08,504.0
1999-05-09,1999-05-09,504.0
1999-05-10,1999-05-10,504.0
1999-05-11,1999-05-11,504.0
1999-05-12,1999-05-12,504.0
1999-05-13,1999-05-13,502.0
1999-05-14,1999-05-14,502.0
1999-05-15,1999-05-15,502.0
1999-05-16,1999-05-16,502.0
1999-05-17,1999-05-17,502.0
1999-05-18,1999-05-18,502.0
1999-05-19,1999-05-19,502.0
1999-05-20,1999-05-20,502.0
1999-05-21,1999-05-21,502.0
1999-05-22,1999-05-22,502.0
1999-05-23,1999-05-23,502.0
1999-05-24,1999-05-24,502.0
1999-05-25,1999-05-25,502.0
1999-05-26,1999-05-26,502.0
1999-05-27,1999-05-27,502.0
1999-05-28,1999-05-28,502.0
1999-05-29,1999-05-29,502.0
1999-05-30,1999-05-30,502.0
1999-05-31,1999-05-31,500.0
1999-06-01,1999-06-01,500.0
1999-06-02,1999-06-02,500.0
1999-06-03,1999-06-03,500.0
1999-06-04,1999-06-04,500.0
1999-06-05,1999-06-05,500.0
1999-06-06,1999-06-06,500.0
1999-06-07,1999-06-07,500.0
1999-06-08,1999-06-08,500.0
1999-06-09,1999-06-09,500.0
1999-06-10,1999-06-10,500.0
1999-06-11,1999-06-11,500.0
1999-06-12,1999-06-12,500.0
1999-06-13,1999-06-13,500.0
1999-06-14,1999-06-14,500.0
1999-06-15,1999-06-15,500.0
1999-06-16,1999-06-16,500.0
1999-06-17,1999-06-17,500.0
1999-06-18,1999-06-18,500.0
1999-06-19,1999-06-19,500.0
1999-06-20,1999-06-20,500.0
1999-06-21,1999-06-21,500.0
1999-06-22,1999-06-22,500.0
1999-06-23,1999-06-23,500.0
1999-06-24,1999-06-24,500.0
1999-06-25,1999-06-25,500.0
1999-06-26,1999-06-26,500.0
1999-06-27,1999-06-27,500.0
1999-06-28,1999-06-28,500.0
1999-06-29,1999-06-29,500.0
1999-06-30,1999-06-30,500.0
1999-07-01,1999-07-01,500.0
1999-07-02,1999-07-02,500.0
1999-07-03,1999-07-03,500.0
1999-07-04,1999-07-04,500.0
1999-07-05,1999-07-05,500.0
1999-07-06,1999-07-06,500.0
1999-07-07,1999-07-07,500.0
1999-07-08,1999-07-08,500.0
1999-07-09,1999-07-09,500.0
1999-07-10,1999-07-10,500.0
1999-07-11,1999-07-11,500.0
1999-07-12,1999-07-12,500.0
1999-07-13,1999-07-13,500.0
1999-07-14,1999-07-14,500.0
1999-07-15,1999-07-15,500.0
1999-07-16,1999-07-16,500.0
1999-07-17,1999-07-17,500.0
1999-07-18,1999-07-18,500.0
1999-07-19,1999-07-19,500.0
1999-07-20,1999-07-20,500.0
1999-07-21,1999-07-21,500.0
1999-07-22,1999-07-22,500.0
1999-07-23,1999-07-23,500.0
1999-07-24,1999-07-24,500.0
1999-07-25,1999-07-25,500.0
1999-07-26,1999-07-26,500.0
1999-07-27,1999-07-27,500.0
1999-07-28,1999-07-28,500.0
1999-07-29,1999-07-29,500.0
1999-07-30,1999-07-30,500.0
1999-07-31,1999-07-31,500.0
1999-08-01,1999-08-01,500.0
1999-08-02,1999-08-02,500.0
1999-08-03,1999-08-03,500.0
1999-08-04,1999-08-04,500.0
1999-08-05,1999-08-05,500.0
1999-08-06,1999-08-06,500.0
1999-08-07,1999-08-07,500.0
1999-08-08,1999-08-08,500.0
1999-08-09,1999-08-09,500.0
1999-08-10,1999-08-10,500.0
1999-08-11,1999-08-11,500.0
1999-08-12,1999-08-12,500.0
1999-08-13,1999-08-13,500.0
1999-08-14,1999-08-14,500.0
1999-08-15,1999-08-15,500.0
1999-08-16,1999-08-16,500.0
1999-08-17,1999-08-17,500.0
1999-08-18,1999-08-18,500.0
1999-08-19,1999-08-19,500.0
1999-08-20,1999-08-20,500.0
1999-08-21,1999-08-21,500.0
1999-08-22,1999-08-22,500.0
1999-08-23,1999-08-23,500.0
1999-08-24,1999-08-24,500.0
1999-08-25,1999-08-25,500.0
1999-08-26,1999-08-26,500.0
1999-08-27,1999-08-27,500.0
1999-08-28,1999-08-28,500.0
1999-08-29,1999-08-29,500.0
1999-08-30,1999-08-30,500.0
1999-08-31,1999-08-31,500.0
1999-09-01,1999-09-01,500.0
1999-09-02,1999-09-02,500.0
1999-09-03,1999-09-03,500.0
1999-09-04,1999-09-04,500.0
1999-09-05,1999-09-05,500.0
1999-09-06,1999-09-06,500.0
1999-09-07,1999-09-07,500.0
1999-09-08,1999-09-08,500.0
1999-09-09,1999-09-09,500.0
1999-09-10,1999-09-10,500.0
1999-09-11,1999-09-11,500.0
1999-09-12,1999-09-12,500.0
1999-09-13,1999-09-13,500.0
1999-09-14,1999-09-14,500.0
1999-09-15,1999-09-15,500.0
1999-09-16,1999-09-16,500.0
1999-09-17,1999-09-17,500.0
1999-09-18,1999-09-18,500.0
1999-09-19,1999-09-19,500.0
1999-09-20,1999-09-20,500.0
1999-09-21,1999-09-21,500.0
1999-09-22,1999-09-22,498.0
1999-09-23,1999-09-23,498.0
1999-09-24,1999-09-24,498.0
1999-09-25,1999-09-25,498.0
1999-09-26,1999-09-26,498.0
1999-09-27,1999-09-27,498.0
1999-09-28,1999-09-28,498.0
1999-09-29,1999-09-29,498.0
1999-09-30,1999-09-30,496.0
1999-10-01,1999-10-01,496.0
1999-10-02,1999-10-02,496.0
1999-10-03,1999-10-03,496.0
1999-10-04,1999-10-04,496.0
1999-10-05,1999-10-05,494.0
1999-10-06,1999-10-06,494.0
1999-10-07,1999-10-07,494.0
1999-10-08,1999-10-08,494.0
1999-10-09,1999-10-09,494.0
1999-10-10,1999-10-10,492.0
1999-10-11,1999-10-11,492.0
1999-10-12,1999-10-12,492.0
1999-10-13,1999-10-13,492.0
1999-10-14,1999-10-14,492.0
1999-10-15,1999-10-15,492.0
1999-10-16,1999-10-16,492.0
1999-10-17,1999-10-17,492.0
1999-10-18,1999-10-18,492.0
1999-10-19,1999-10-19,492.0
1999-10-20,1999-10-20,490.0
1999-10-21,1999-10-21,490.0
1999-10-22,1999-10-22,490.0
1999-10-23,1999-10-23,490.0
1999-10-24,1999-10-24,490.0
1999-10-25,1999-10-25,490.0
1999-10-26,1999-10-26,490.0
1999-10-27,1999-10-27,490.0
1999-10-28,1999-10-28,488.0
1999-10-29,1999-10-29,488.0
1999-10-30,1999-10-30,488.0
1999-10-31,1999-10-31,488.0
1999-11-01,1999-11-01,488.0
1999-11-02,1999-11-02,488.0
1999-11-03,1999-11-03,488.0
1999-11-04,1999-11-04,488.0
1999-11-05,1999-11-05,488.0
1999-11-06,1999-11-06,488.0
1999-11-07,1999-11-07,488.0
1999-11-08,1999-11-08,488.0
1999-11-09,1999-11-09,488.0
1999-11-10,1999-11-10,488.0
1999-11-11,1999-11-11,488.0
1999-11-12,1999-11-12,488.0
1999-11-13,1999-11-13,488.0
1999-11-14,1999-11-14,486.0
1999-11-15,1999-11-15,486.0
1999-11-16,1999-11-16,486.0
1999-11-17,1999-11-17,486.0
1999-11-18,1999-11-18,486.0
1999-11-19,1999-11-19,486.0
1999-11-20,1999-11-20,486.0
1999-11-21,1999-11-21,486.0
1999-11-22,1999-11-22,486.0
1999-11-23,1999-11-23,486.0
1999-11-24,1999-11-24,486.0
1999-11-25,1999-11-25,486.0
1999-11-26,1999-11-26,486.0
1999-11-27,1999-11-27,486.0
1999-11-28,1999-11-28,486.0
1999-11-29,1999-11-29,486.0
1999-11-30,1999-11-30,486.0
1999-12-01,1999-12-01,486.0
1999-12-02,1999-12-02,486.0
1999-12-03,1999-12-03,486.0
1999-12-04,1999-12-04,486.0
1999-12-05,1999-12-05,486.0
1999-12-06,1999-12-06,486.0
1999-12-07,1999-12-07,486.0
1999-12-08,1999-12-08,486.0
1999-12-09,1999-12-09,486.0
1999-12-10,1999-12-10,486.0
1999-12-11,1999-12-11,486.0
1999-12-12,1999-12-12,486.0
1999-12-13,1999-12-13,486.0
1999-12-14,1999-12-14,486.0
1999-12-15,1999-12-15,486.0
1999-12-16,1999-12-16,486.0
1999-12-17,1999-12-17,486.0
1999-12-18,1999-12-18,486.0
1999-12-19,1999-12-19,486.0
1999-12-20,1999-12-20,486.0
1999-12-21,1999-12-21,486.0
1999-12-22,1999-12-22,486.0
1999-12-23,1999-12-23,486.0
1999-12-24,1999-12-24,486.0
1999-12-25,1999-12-25,486.0
1999-12-26,1999-12-26,486.0
1999-12-27,1999-12-27,486.0
1999-12-28,1999-12-28,486.0
1999-12-29,1999-12-29,486.0
1999-12-30,1999-12-30,486.0
1999-12-31,1999-12-31,486.0
2000-01-01,2000-01-01,486.0
2000-01-02,2000-01-02,486.0
2000-01-03,2000-01-03,486.0
2000-01-04,2000-01-04,488.0
2000-01-05,2000-01-05,488.0
2000-01-06,2000-01-06,488.0
2000-01-07,2000-01-07,488.0
2000-01-08,2000-01-08,488.0
2000-01-09,2000-01-09,488.0
2000-01-10,2000-01-10,488.0
2000-01-11,2000-01-11,488.0
2000-01-12,2000-01-12,488.0
2000-01-13,2000-01-13,488.0
2000-01-14,2000-01-14,488.0
2000-01-15,2000-01-15,488.0
2000-01-16,2000-01-16,488.0
2000-01-17,2000-01-17,488.0
2000-01-18,2000-01-18,488.0
2000-01-19,2000-01-19,488.0
2000-01-20,2000-01-20,486.0
2000-01-21,2000-01-21,486.0
2000-01-22,2000-01-22,486.0
2000-01-23,2000-01-23,486.0
2000-01-24,2000-01-24,486.0
2000-01-25,2000-01-25,486.0
2000-01-26,2000-01-26,486.0
2000-01-27,2000-01-27,486.0
2000-01-28,2000-01-28,486.0
2000-01-29,2000-01-29,486.0
2000-01-30,2000-01-30,486.0
2000-01-31,2000-01-31,486.0
2000-02-01,2000-02-01,486.0
2000-02-02,2000-02-02,486.0
2000-02-03,2000-02-03,486.0
2000-02-04,2000-02-04,486.0
2000-02-05,2000-02-05,486.0
2000-02-06,2000-02-06,486.0
2000-02-07,2000-02-07,486.0
2000-02-08,2000-02-08,486.0
2000-02-09,2000-02-09,486.0
2000-02-10,2000-02-10,486.0
2000-02-11,2000-02-11,486.0
2000-02-12,2000-02-12,484.0
2000-02-13,2000-02-13,484.0
2000-02-14,2000-02-14,484.0
2000-02-15,2000-02-15,484.0
2000-02-16,2000-02-16,484.0
2000-02-17,2000-02-17,484.0
2000-02-18,2000-02-18,484.0
2000-02-19,2000-02-19,484.0
2000-02-20,2000-02-20,482.0
2000-02-21,2000-02-21,482.0
2000-02-22,2000-02-22,482.0
2000-02-23,2000-02-23,482.0
2000-02-24,2000-02-24,482.0
2000-02-25,2000-02-25,482.0
2000-02-26,2000-02-26,482.0
2000-02-27,2000-02-27,482.0
2000-02-28,2000-02-28,480.0
2000-02-29,2000-02-29,480.0
2000-03-01,2000-03-01,480.0
2000-03-02,2000-03-02,480.0
2000-03-03,2000-03-03,480.0
2000-03-04,2000-03-04,480.0
2000-03-05,2000-03-05,480.0
2000-03-06,2000-03-06,480.0
2000-03-07,2000-03-07,480.0
2000-03-08,2000-03-08,480.0
2000-03-09,2000-03-09,480.0
2000-03-10,2000-03-10,480.0
2000-03-11,2000-03-11,480.0
2000-03-12,2000-03-12,480.0
2000-03-13,2000-03-13,480.0
2000-03-14,2000-03-14,480.0
2000-03-15,2000-03-15,480.0
2000-03-16,2000-03-16,478.0
2000-03-17,2000-03-17,478.0
2000-03-18,2000-03-18,478.0
2000-03-19,2000-03-19,478.0
2000-03-20,2000-03-20,478.0
2000-03-21,2000-03-21,478.0
2000-03-22,2000-03-22,478.0
2000-03-23,2000-03-23,478.0
2000-03-24,2000-03-24,478.0
2000-03-25,2000-03-25,478.0
2000-03-26,2000-03-26,478.0
2000-03-27,2000-03-27,478.0
2000-03-28,2000-03-28,478.0
2000-03-29,2000-03-29,478.0
2000-03-30,2000-03-30,478.0
2000-03-31,2000-03-31,478.0
2000-04-01,2000-04-01,478.0
2000-04-02,2000-04-02,478.0
2000-04-03,2000-04-03,478.0
2000-04-04,2000-04-04,478.0
2000-04-05,2000-04-05,478.0
2000-04-06,2000-04-06,478.0
2000-04-07,2000-04-07,478.0
2000-04-08,2000-04-08,478.0
2000-04-09,2000-04-09,478.0
2000-04-10,2000-04-10,478.0
2000-04-11,2000-04-11,478.0
2000-04-12,2000-04-12,478.0
2000-04-13,2000-04-13,478.0
2000-04-14,2000-04-14,478.0
2000-04-15,2000-04-15,478.0
2000-04-16,2000-04-16,478.0
2000-04-17,2000-04-17,478.0
2000-04-18,2000-04-18,478.0
2000-04-19,2000-04-19,478.0
2000-04-20,2000-04-20,478.0
2000-04-21,2000-04-21,478.0
2000-04-22,2000-04-22,478.0
2000-04-23,2000-04-23,478.0
2000-04-24,2000-04-24,478.0
2000-04-25,2000-04-25,478.0
2000-04-26,2000-04-26,478.0
2000-04-27,2000-04-27,478.0
2000-04-28,2000-04-28,478.0
2000-04-29,2000-04-29,478.0
2000-04-30,2000-04-30,478.0
2000-05-01,2000-05-01,478.0
2000-05-02,2000-05-02,478.0
2000-05-03,2000-05-03,478.0
2000-05-04,2000-05-04,478.0
2000-05-05,2000-05-05,478.0
2000-05-06,2000-05-06,478.0
2000-05-07,2000-05-07,478.0
2000-05-08,2000-05-08,478.0
2000-05-09,2000-05-09,478.0
2000-05-10,2000-05-10,478.0
2000-05-11,2000-05-11,478.0
2000-05-12,2000-05-12,478.0
2000-05-13,2000-05-13,478.0
2000-05-14,2000-05-14,478.0
2000-05-15,2000-05-15,478.0
2000-05-16,2000-05-16,478.0
2000-05-17,2000-05-17,476.0
2000-05-18,2000-05-18,476.0
2000-05-19,2000-05-19,476.0
2000-05-20,2000-05-20,476.0
2000-05-21,2000-05-21,476.0
2000-05-22,2000-05-22,476.0
2000-05-23,2000-05-23,476.0
2000-05-24,2000-05-24,476.0
2000-05-25,2000-05-25,476.0
2000-05-26,2000-05-26,476.0
2000-05-27,2000-05-27,474.0
2000-05-28,2000-05-28,474.0
2000-05-29,2000-05-29,474.0
2000-05-30,2000-05-30,474.0
2000-05-31,2000-05-31,474.0
2000-06-01,2000-06-01,474.0
2000-06-02,2000-06-02,474.0
2000-06-03,2000-06-03,474.0
2000-06-04,2000-06-04,474.0
2000-06-05,2000-06-05,474.0
2000-06-06,2000-06-06,474.0
2000-06-07,2000-06-07,474.0
2000-06-08,2000-06-08,474.0
2000-06-09,2000-06-09,474.0
2000-06-10,2000-06-10,474.0
2000-06-11,2000-06-11,474.0
2000-06-12,2000-06-12,474.0
2000-06-13,2000-06-13,474.0
2000-06-14,2000-06-14,474.0
2000-06-15,2000-06-15,474.0
2000-06-16,2000-06-16,474.0
2000-06-17,2000-06-17,474.0
2000-06-18,2000-06-18,474.0
2000-06-19,2000-06-19,474.0
2000-06-20,2000-06-20,474.0
2000-06-21,2000-06-21,474.0
2000-06-22,2000-06-22,474.0
2000-06-23,2000-06-23,474.0
2000-06-24,2000-06-24,474.0
2000-06-25,2000-06-25,474.0
2000-06-26,2000-06-26,474.0
2000-06-27,2000-06-27,474.0
2000-06-28,2000-06-28,474.0
2000-06-29,2000-06-29,474.0
2000-06-30,2000-06-30,474.0
2000-07-01,2000-07-01,474.0
2000-07-02,2000-07-02,474.0
2000-07-03,2000-07-03,474.0
2000-07-04,2000-07-04,474.0
2000-07-05,2000-07-05,474.0
2000-07-06,2000-07-06,474.0
2000-07-07,2000-07-07,474.0
2000-07-08,2000-07-08,474.0
2000-07-09,2000-07-09,474.0
2000-07-10,2000-07-10,474.0
2000-07-11,2000-07-11,474.0
2000-07-12,2000-07-12,474.0
2000-07-13,2000-07-13,474.0
2000-07-14,2000-07-14,474.0
2000-07-15,2000-07-15,474.0
2000-07-16,2000-07-16,474.0
2000-07-17,2000-07-17,474.0
2000-07-18,2000-07-18,474.0
2000-07-19,2000-07-19,474.0
2000-07-20,2000-07-20,474.0
2000-07-21,2000-07-21,474.0
2000-07-22,2000-07-22,474.0
2000-07-23,2000-07-23,474.0
2000-07-24,2000-07-24,474.0
2000-07-25,2000-07-25,474.0
2000-07-26,2000-07-26,474.0
2000-07-27,2000-07-27,474.0
2000-07-28,2000-07-28,474.0
2000-07-29,2000-07-29,474.0
2000-07-30,2000-07-30,474.0
2000-07-31,2000-07-31,474.0
2000-08-01,2000-08-01,474.0
2000-08-02,2000-08-02,474.0
2000-08-03,2000-08-03,474.0
2000-08-04,2000-08-04,474.0
2000-08-05,2000-08-05,474.0
2000-08-06,2000-08-06,474.0
2000-08-07,2000-08-07,474.0
2000-08-08,2000-08-08,474.0
2000-08-09,2000-08-09,474.0
2000-08-10,2000-08-10,474.0
2000-08-11,2000-08-11,474.0
2000-08-12,2000-08-12,474.0
2000-08-13,2000-08-13,472.0
2000-08-14,2000-08-14,470.0
2000-08-15,2000-08-15,470.0
2000-08-16,2000-08-16,470.0
2000-08-17,2000-08-17,470.0
2000-08-18,2000-08-18,470.0
2000-08-19,2000-08-19,470.0
2000-08-20,2000-08-20,470.0
2000-08-21,2000-08-21,470.0
2000-08-22,2000-08-22,470.0
2000-08-23,2000-08-23,470.0
2000-08-24,2000-08-24,470.0
2000-08-25,2000-08-25,470.0
2000-08-26,2000-08-26,468.0
2000-08-27,2000-08-27,468.0
2000-08-28,2000-08-28,468.0
2000-08-29,2000-08-29,468.0
2000-08-30,2000-08-30,468.0
2000-08-31,2000-08-31,468.0
2000-09-01,2000-09-01,468.0
2000-09-02,2000-09-02,468.0
2000-09-03,2000-09-03,468.0
2000-09-04,2000-09-04,468.0
2000-09-05,2000-09-05,468.0
2000-09-06,2000-09-06,468.0
2000-09-07,2000-09-07,468.0
2000-09-08,2000-09-08,468.0
2000-09-09,2000-09-09,468.0
2000-09-10,2000-09-10,468.0
2000-09-11,2000-09-11,468.0
2000-09-12,2000-09-12,468.0
2000-09-13,2000-09-13,468.0
2000-09-14,2000-09-14,468.0
2000-09-15,2000-09-15,468.0
2000-09-16,2000-09-16,468.0
2000-09-17,2000-09-17,468.0
2000-09-18,2000-09-18,468.0
2000-09-19,2000-09-19,466.0
2000-09-20,2000-09-20,466.0
2000-09-21,2000-09-21,466.0
2000-09-22,2000-09-22,466.0
2000-09-23,2000-09-23,466.0
2000-09-24,2000-09-24,466.0
2000-09-25,2000-09-25,466.0
2000-09-26,2000-09-26,466.0
2000-09-27,2000-09-27,466.0
2000-09-28,2000-09-28,464.0
2000-09-29,2000-09-29,464.0
2000-09-30,2000-09-30,464.0
2000-10-01,2000-10-01,464.0
2000-10-02,2000-10-02,464.0
2000-10-03,2000-10-03,464.0
2000-10-04,2000-10-04,464.0
2000-10-05,2000-10-05,464.0
2000-10-06,2000-10-06,464.0
2000-10-07,2000-10-07,464.0
2000-10-08,2000-10-08,464.0
2000-10-09,2000-10-09,464.0
2000-10-10,2000-10-10,464.0
2000-10-11,2000-10-11,464.0
2000-10-12,2000-10-12,462.0
2000-10-13,2000-10-13,462.0
2000-10-14,2000-10-14,462.0
2000-10-15,2000-10-15,462.0
2000-10-16,2000-10-16,462.0
2000-10-17,2000-10-17,462.0
2000-10-18,2000-10-18,462.0
2000-10-19,2000-10-19,462.0
2000-10-20,2000-10-20,462.0
2000-10-21,2000-10-21,462.0
2000-10-22,2000-10-22,462.0
2000-10-23,2000-10-23,462.0
2000-10-24,2000-10-24,462.0
2000-10-25,2000-10-25,462.0
2000-10-26,2000-10-26,462.0
2000-10-27,2000-10-27,462.0
2000-10-28,2000-10-28,462.0
2000-10-29,2000-10-29,462.0
2000-10-30,2000-10-30,462.0
2000-10-31,2000-10-31,462.0
2000-11-01,2000-11-01,462.0
2000-11-02,2000-11-02,462.0
2000-11-03,2000-11-03,460.0
2000-11-04,2000-11-04,460.0
2000-11-05,2000-11-05,460.0
2000-11-06,2000-11-06,460.0
2000-11-07,2000-11-07,460.0
2000-11-08,2000-11-08,460.0
2000-11-09,2000-11-09,460.0
2000-11-10,2000-11-10,460.0
2000-11-11,2000-11-11,460.0
2000-11-12,2000-11-12,460.0
2000-11-13,2000-11-13,460.0
2000-11-14,2000-11-14,460.0
2000-11-15,2000-11-15,460.0
2000-11-16,2000-11-16,460.0
2000-11-17,2000-11-17,460.0
2000-11-18,2000-11-18,460.0
2000-11-19,2000-11-19,460.0
2000-11-20,2000-11-20,460.0
2000-11-21,2000-11-21,460.0
2000-11-22,2000-11-22,460.0
2000-11-23,2000-11-23,460.0
2000-11-24,2000-11-24,460.0
2000-11-25,2000-11-25,460.0
2000-11-26,2000-11-26,460.0
2000-11-27,2000-11-27,460.0
2000-11-28,2000-11-28,460.0
2000-11-29,2000-11-29,460.0
2000-11-30,2000-11-30,460.0
2000-12-01,2000-12-01,460.0
2000-12-02,2000-12-02,460.0
2000-12-03,2000-12-03,460.0
2000-12-04,2000-12-04,460.0
2000-12-05,2000-12-05,460.0
2000-12-06,2000-12-06,460.0
2000-12-07,2000-12-07,460.0
2000-12-08,2000-12-08,460.0
2000-12-09,2000-12-09,460.0
2000-12-10,2000-12-10,460.0
2000-12-11,2000-12-11,460.0
2000-12-12,2000-12-12,460.0
2000-12-13,2000-12-13,460.0
2000-12-14,2000-12-14,460.0
2000-12-15,2000-12-15,460.0
2000-12-16,2000-12-16,460.0
2000-12-17,2000-12-17,460.0
2000-12-18,2000-12-18,460.0
2000-12-19,2000-12-19,460.0
2000-12-20,2000-12-20,460.0
2000-12-21,2000-12-21,460.0
2000-12-22,2000-12-22,460.0
2000-12-23,2000-12-23,460.0
2000-12-24,2000-12-24,460.0
2000-12-25,2000-12-25,460.0
2000-12-26,2000-12-26,460.0
2000-12-27,2000-12-27,460.0
2000-12-28,2000-12-28,460.0
2000-12-29,2000-12-29,460.0
2000-12-30,2000-12-30,460.0
2000-12-31,2000-12-31,460.0
2001-01-01,2001-01-01,460.0
2001-01-02,2001-01-02,460.0
2001-01-03,2001-01-03,460.0
2001-01-04,2001-01-04,460.0
2001-01-05,2001-01-05,460.0
2001-01-06,2001-01-06,460.0
2001-01-07,2001-01-07,460.0
2001-01-08,2001-01-08,460.0
2001-01-09,2001-01-09,460.0
2001-01-10,2001-01-10,460.0
2001-01-11,2001-01-11,460.0
2001-01-12,2001-01-12,460.0
2001-01-13,2001-01-13,458.0
2001-01-14,2001-01-14,458.0
2001-01-15,2001-01-15,458.0
2001-01-16,2001-01-16,458.0
2001-01-17,2001-01-17,458.0
2001-01-18,2001-01-18,458.0
2001-01-19,2001-01-19,458.0
2001-01-20,2001-01-20,458.0
2001-01-21,2001-01-21,458.0
2001-01-22,2001-01-22,458.0
2001-01-23,2001-01-23,458.0
2001-01-24,2001-01-24,458.0
2001-01-25,2001-01-25,458.0
2001-01-26,2001-01-26,456.0
2001-01-27,2001-01-27,456.0
2001-01-28,2001-01-28,456.0
2001-01-29,2001-01-29,456.0
2001-01-30,2001-01-30,456.0
2001-01-31,2001-01-31,456.0
2001-02-01,2001-02-01,456.0
2001-02-02,2001-02-02,456.0
2001-02-03,2001-02-03,454.0
2001-02-04,2001-02-04,454.0
2001-02-05,2001-02-05,454.0
2001-02-06,2001-02-06,454.0
2001-02-07,2001-02-07,454.0
2001-02-08,2001-02-08,454.0
2001-02-09,2001-02-09,454.0
2001-02-10,2001-02-10,454.0
2001-02-11,2001-02-11,454.0
2001-02-12,2001-02-12,454.0
2001-02-13,2001-02-13,454.0
2001-02-14,2001-02-14,454.0
2001-02-15,2001-02-15,454.0
2001-02-16,2001-02-16,454.0
2001-02-17,2001-02-17,454.0
2001-02-18,2001-02-18,454.0
2001-02-19,2001-02-19,454.0
2001-02-20,2001-02-20,454.0
2001-02-21,2001-02-21,454.0
2001-02-22,2001-02-22,454.0
2001-02-23,2001-02-23,454.0
2001-02-24,2001-02-24,454.0
2001-02-25,2001-02-25,454.0
2001-02-26,2001-02-26,454.0
2001-02-27,2001-02-27,454.0
2001-02-28,2001-02-28,454.0
2001-03-01,2001-03-01,454.0
2001-03-02,2001-03-02,454.0
2001-03-03,2001-03-03,454.0
2001-03-04,2001-03-04,454.0
2001-03-05,2001-03-05,454.0
2001-03-06,2001-03-06,454.0
2001-03-07,2001-03-07,454.0
2001-03-08,2001-03-08,454.0
2001-03-09,2001-03-09,454.0
2001-03-10,2001-03-10,454.0
2001-03-11,2001-03-11,454.0
2001-03-12,2001-03-12,454.0
2001-03-13,2001-03-13,454.0
2001-03-14,2001-03-14,454.0
2001-03-15,2001-03-15,454.0
2001-03-16,2001-03-16,454.0
2001-03-17,2001-03-17,454.0
2001-03-18,2001-03-18,454.0
2001-03-19,2001-03-19,454.0
2001-03-20,2001-03-20,454.0
2001-03-21,2001-03-21,454.0
2001-03-22,2001-03-22,454.0
2001-03-23,2001-03-23,454.0
2001-03-24,2001-03-24,454.0
2001-03-25,2001-03-25,454.0
2001-03-26,2001-03-26,454.0
2001-03-27,2001-03-27,454.0
2001-03-28,2001-03-28,454.0
2001-03-29,2001-03-29,454.0
2001-03-30,2001-03-30,454.0
2001-03-31,2001-03-31,454.0
2001-04-01,2001-04-01,454.0
2001-04-02,2001-04-02,454.0
2001-04-03,2001-04-03,454.0
2001-04-04,2001-04-04,454.0
2001-04-05,2001-04-05,454.0
2001-04-06,2001-04-06,454.0
2001-04-07,2001-04-07,454.0
2001-04-08,2001-04-08,454.0
2001-04-09,2001-04-09,456.0
2001-04-10,2001-04-10,456.0
2001-04-11,2001-04-11,456.0
2001-04-12,2001-04-12,456.0
2001-04-13,2001-04-13,456.0
